shop_name,shop_rating,r_num,Category,Location,region,Price_range,nickname,user_rating,lun_di,times,review,save,Category_1,min_점심,max_점심,avg_점심,min_저녁,max_저녁,avg_저녁,Location_1,Location_2
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,EJ12,4.3,점심,2024.06.16,음식도 다 맛있고 날 좋은날 분위기가 좋네요:)  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,셍이셍이셍이,5.0,저녁,2024.04.01,청담스케줄보단 저는 여기 분위기가 더좋아요 제 최애는 트러플 화이트 라구파스타인데 역시나 맛있었어요 담에또 방문할께용  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,오시언 78,5.0,점심,2024.03.18,프라이빗 한 공간에서 즐겁게 담소를 나누며 맛있게 먹고 행복한 시간이었습니다.  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,나눙귀요밍,4.3,점심,2024.06.02,테라스 자리가 정말 좋았어요! 뷰는 건물이 막혀있긴 하지만 바람도 불고 선선하니 날씨 좋은 날 앉으면 최고일듯해요 음식맛도 괜찮고 가격도 성수 대비 나쁘지않았습니다 ! 다만 서버분들이 많지 않아서인지 음식 나오는 시간이 상당히 오래걸렸던게 조금 아쉽습니다! 그것 빼고는 모두 만족스러웠던 식사였습니다 🤍  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,성공한 식객_10979,5.0,점심,2024.04.08,서비스 좋고  완전 맛있어요    ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,J.Seok,5.0,점심,2024.05.06,파스타들 다 맛있었고 어니언 스프가 의외로 제대로네요. 양은 좀 적지만 진국이라 맛있었어요. 피자도 도우까지 아주 폭신하고 쫄깃한게 맛있엇어요.  성수동에 큰 식당이 별로 없다보니 6인 가족모임하기 좋은 장소였고 어린이날 연휴라 주변에 저희 가족처럼 3대가 모인 곳이 많았네요. 테이블 간격도 넓고 음식도 빨리 나오고 좋습니다.   ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,크렘드카시스,4.8,점심,2024.07.03,"선후배끼리 모임장소로 이 곳을 정했는데 만족스럽습니다 정신 없이 먹어서 사진을 제대로 못 찍었네요 조곤조곤하게 이야기할 수 있는 분위기고, 음식도 맛있는 편이에요 뷰가 너무 좋고 무엇보다도 성수역과 바로 연결되어서 약속 장소로 잡기도 편합니다 다음 번에 친구들이링 한 번 더 방문하고 싶네요  ","9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,아름다운 셀럽_77558,5.0,저녁,2024.07.01,너무너무 맛있었습니다ㅜㅜ 트러플 화이트 라구도 맛있었지만 전 특히 갑오징어 오일파스타... 기대보다 훨씬 맛있어서 넘 좋았어요! 다른 메뉴들도 먹어보고 싶어서 재방문할 예정입니다 ㅎㅎㅎ 분위기 좋은디 공간도 넓고 자리 많아서 특히 더 마음에 들었어요!  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,별로또,5.0,저녁,2024.03.14,음식도 모두다 맛있고 직원분들도 모두 친절해요~~ 특히 저희 음식가져주신  입술에 검은색피어싱 하신 직원분  센스있게 피클도 물어봐주시고 약간의 오류가 있어지만 기분좋게 대체해주셔서 감사했습니다~~  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,연두초록,5.0,점심,2024.05.23,11시 오픈시간에 방문함. 성수역 바로앞임. 교통 매우 편리함. 매장이 넓고 테라스뷰가 아름다움. 음식이 맛있음. 커피 너무 맛있음. 서빙하시는 분들 친절함. 친구들에게  멋진 장소 골랐다고 칭찬받음.  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,굿데이블루,5.0,점심,2024.05.25,성수동 맛집 검색하다가 첫번째로 가봤습니다 나이가 있다보니 좋은곳은 왠만하게 다녀봤는데 이 집 분위기는 차별화도 있으면서 편안한 분위기었던것같습니다^^  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,솔직한 미식가_35789,5.0,점심,2024.01.22,10년만에 만나는 친구랑 성수맛집 찾다가 성수역 바로앞에있어 접근성 좋고 무엇보다 마치 유럽에 온듯한 느낌을 주는 매장인테리어가 너무 이쁘고 좋았어요^^ 음식도 역시 맛있었고 두개시키니 딱 적당히 배불렀어요 친구랑 둘이서 오붓한 시간도 갖고 사진도 이쁘게 나와서 다음에 소개팅 할일 있으면 재방문 하고 싶어요ㅎㅎ:)  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,아름다운 맛사냥꾼_86995,5.0,저녁,2024.05.16,친구들 생일때마다 자주 방문했어요  음식 나쁘지않고 괜찮습니다  콜키지 이벤트 너무 좋아요! 좋은시간 보냈어요   ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,루씨루씨,5.0,점심,2024.01.29,런치세트 구성이 알차고 특히 차돌 김치볶음밥 불맛이 나서 더 좋앗어요. 매운맛보다는 감칠맛이 나서 매운거 잘 안드시는 분들께도 추천합니다. 저희는 갑오징어 오일파스타 먹었는데 엄청 부들하네요. 오일파스타 잘하는 집 한라봉 에이드 맛있으니 꼭 드세요. 식사할때마다 분위기에 놀라고 맛에 놀라는 스케줄 성수  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,유럽미,5.0,점심,2024.01.09,샐러드 상큼하니 느끼함을 싸악 잡아주고 뇨끼 트러플 풍미와 향이 싸악! 김치볶음밥 내가 알던 그 김치볶음밥이 아닌 맛 전복리조또는 향에 민감하신 분이라면 호불호 갈릴수도 바다내음 향을 좋아하시는 경우 호 아닌경우 불호 채끝스테이크 퓨레도 맛있고 넓은 홀이라서 추천합니다  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,건강한 셀럽_60461,4.7,저녁,2024.01.22,"성수역 4번출구 나오자 마자 바로 있어서 뚜벅이로 오기 편했고, 주차도 한시간 무료라 좋은 거 같다! 분위기가 정말 좋았고, 맛은 생각했던 맛이다!  뇨끼가 생각보다 짭짤해서 마지막에 좀 짰지만  나중엔 빵을 추가로 시켜서 그 소스에 찍어 먹으면 맛있을 거 같다!   ","9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,꼬소라,5.0,저녁,2024.03.13,분위기 좋고 맛도 좋고 아주 만족한 식사였습니다.  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,주비123,5.0,저녁,2024.05.10,분위기도 맛도 다 넘 좋았어요! 애견동반이라 더더욱 좋아요 ❤️  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,nice곰,5.0,점심,2024.02.08,오랜만에 남편하고 데이트하기로 분위기 좋은 식당찾아왔어요. 사진잘 나오고 식당도 크고 분위기 진짜좋아요.  파스타맛있어요. 야채샐러드 소스 뭐인지모르지만 뭘직어서 먹어도 맛있을거예요.이번에 아쉬운거 피자를 안시켰어요. 다음엔 피자를 무조건시켜야겠어요.  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
스케줄 성수,4.4,2072,스시오마카세,성수,서울특별시 성동구 아차산로 104 스탈릿성수 2층,점심 5만원 · 저녁 8.5만원,긍정다림,4.8,점심,2024.02.14,성수맛집으로 유명한 스케줄성수에 왔어요~  체인점이 많지만 요기 분수뷰는 일품! 교통도 편하고 사진도 잘나오고  무엇보다 음식이 맛있어요^^ 또 가려구요~  ,"9,999+",일식,50000.0,50000.0,50000.0,85000.0,85000.0,85000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,창문갱스터,5.0,저녁,2024.06.12,저 원래 귀찮아서 리뷰 잘 안 쓰는데  여기는 써야할거같아서 씁니당!  일단 분위기가 너무 좋아요! ㅎㅎ 그냥 물만 바라봐듀 힐링되구  태국 4월에 다녀왔는데 태국보다 좋습니다…  전 친구랑 왔는데 기념일에 연인이랑 오면 더 좋을거같아요!! 여자친구 데려오면 여자친구한테 이쁨 많이 받으실거같습니다!! 그리고 음식도 진하고 풍미가 좋아요!  팟타이가 진짜 핵존맛..태국 여행갔을때 1일 1팟타이했는데  태국보다 더 맛있어요!! 진짜 핵핵 추천입니당!!!  ,"9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,흥미로운 맛사냥꾼_18936,5.0,저녁,2024.06.03,딸 아이와 왔었던 기억이 좋아서 친구 생파를 추천하여 4명의 모두가 극찬했답니다. 적절하게 입맛에 맞는 음식과 친절하신 직원들 약간의 동남아 같은분위기 아주 좋았습니다.   짧은거리지만 배를 타지 못한게 좀...아숩습니다.  ,"9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,봉봉미니514,5.0,점심,2024.06.11,프라이빗 하고 이국적이고 특이해서 예약하고 갔는데 아니 입구에 너어무 귀엽고 친절하신 직원분이 있어서 같이 사진찍었짜나여! 같이온 지인이랑도 사진찍어주고 입구부터 너무 기분좋았어요 안에 들어가서도 분위기 너무좋고 음식 빠르게나오는데 맛까지 짱. . . 나오기싫어따요 다시갈래요! 또가끄야요!   ,"9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,화려한 셀럽_19590,4.8,점심,2024.06.04,"가격대는 조금 있지만 대신 양도 많고, 맛도 좋은데 분위기까지 이색적이니 어디 놀러온 기분도 나고 정말 좋은 시간이였어요. 배를 운영하지 않는게 조금 아쉬웠어요. 하지만 그 외엔 so good!!   ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,마음속향기,5.0,점심,2024.06.01,너무 이쁘게 되어있고 음식도 맛있어서 좋았구 포토존으로 사진찍기에도 좋았어요 여자들은 수박주스(땡모반) 똠냥꿍 등 태국 음식 좋아해서 주변에 추천 가능해요  ,"9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,미희김,5.0,점심,2024.05.31,분위기도 좋고 음식도 맛있었어요 직원분들도 친절하셔서 편히 먹구 왔어요^^  ,"9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,베리베리요거트,4.7,저녁,2024.04.23,"인스타 핫플레이스라는 수식어를 넘어 이제는 성수동을 대표하는 아이콘이 된것 같은 살라댕템플과 레인리포트에 방문했습니다.  사실 몇달전 일이 있어 들린 이태원에서 우연히 살라댕앰버시에 방문하게 됐고 그때의 분위기가 너무 좋았기에 살라댕템플을 시간내어 예약 후 방문했습니다.  주말에 비온 뒤 선선한 날씨라 외출하시는 분들이 많아 교통체증이 심할거라 생각하고 조금 일찍 출발했는데 생각보다 차가 막히지않아 예약시간보다 1시간 더 일찍 도착하게 되었지만 친절한 직원분들 덕에 약간의 기다림 후 입장하여 식사를 할수있었습니다. 다시 한번 감사드립니다.  입장 후 마주한 광경은 나도 모르게 입에서 와 소리가 나올정도로 문 하나를 사이에두고 다른 세상이 펼쳐져 있었습니다. 인테리어와 분위기는 진짜 백문이불여일견 입니다. 직접 방문해서 느껴보시길 추천드립니다.  메뉴는 예약할때 미리 선택했던 세트메뉴로 주문했고 부족함 없는 맛과 충분한 양이었습니다. 사실 이런 분위기에서 어떤 음식인들 어떠할까요.  직원분들은 좌석 안내부터 주문, 서빙 모두 너무 친절했습니다. 사실 아무리 맛있는 레스토랑이라 할지라도 서버분들의 퉁명한 태도와 반응으로 좋지않은 기억으로 남은 레스토랑들이 꽤 있으실텐데 살라댕템플은 반대로 음식보다는 서버분들이 기억에 남고 그 기분좋음을 또 느껴보고싶은 마음에 가까운 시일에 재방문 하려고 합니다.  주차 ☆☆☆☆ 발렛 가능 2시간 1만원 분위기 ☆☆☆☆☆☆ 5점 만점이지만 6점 맛 ☆☆☆☆ 사실 음식 자체의 맛은 평범하다 생각합니다 가격 ☆☆☆☆☆ 이정도 분위기에 이런 가격이면 베리 굿!  연인들의 데이트 코스로만 생각했는데 의외로 가족단위 또는 단체모임 손님이 꽤 있더라구요. 마치 외국에서 식사하는듯한 이색적인 느낌은 손님들의 성격과는 상관없는듯 하니 꼭 데이트가 아니더라도 가족들과 함께 친구들과 함께 방문해도 좋을것 같습니다.  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,내사랑 성은,5.0,점심,2024.06.23,처음 소개 받은 것은 작년 겨울이었지만 이제서야 방문하게 되었네요. 예비 신부의 생일을 이곳에서 함께 하기로 하고 방문 하였고 입구에서 부터 느껴오는 낫선 분위기에 조금은 설렌 기분이었네요.이국적인 인테리어와 처음 접하는 음식들. 그러나 생각외로 내 입맛에 그리고 파트너의 입맛에 매우 잘 어울리네요.매우 맛있는 음식들.그리고 어딘가 낫선 분위기의 인테리어. 결론은 다음에 꼭 다시 방문하자는 재 다짐  이었네요.멋진 생일 파티를 위해 매우 좋은 기억을 가지고 가는 장소라 여깁니다.  ,"9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,유명한 개척가_23110,4.7,저녁,2024.05.10,"태국 여행을 못가서 여행 기분 내려고 지인들과 방문하였는데  신기한 골목에 음식점이 있어서 의아해 했습니다.음식맛은 한국  사람 입맛에 맛게 해주셔서 먹을만 하고.. 분위기는 이국적 이며 한번 가볼만하곳 두번은 못갈거 같습니다.돼지고기 스테이크 주문하였는데 많이 남겼습니다...식당 들어갈때는 그냥 들어갔는데 나올때는 땟목타고 나왔는데.,즐거웠습니다..물 이 있다보니 벌레가 엄청 많습니다.모기조심 하세요^^~~~지인들과 즐거운 시간이었습니다.  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,밥잘사주는춘천누나,5.0,저녁,2024.06.08,"똠양꿍, 팟타이, 바질포크라이스, 농어, 푸팟퐁커리 이렇게 다섯명이 1인 1메뉴 주문해서 먹었어요ㅎ   우선 분위기도 분위긴데 음식이 기대이상으로 정말 맛있었어요! 양도 생각보다 부족하지 않고요. 천고가 정말 높고 입구부터 매장안쪽까지 이어지는 이국적인 느낌~ 테이블 거의 꽉 차있는데도 북적대지 않고 물소리와 음악소리도 딱 적당하고 단체 모임인데 맛있게 음식 나눠먹으면서 대화 나누기 좋은 프라이빗한 구조였습니다.  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,얌전한야옹이,5.0,저녁,2024.05.24,"명성대로 성수동 안의 작은 태국이었습니다. 데이트코스로 기념일에 식사하기 좋은 곳이었어요. 겟배도 타고, 예쁜 칵테일도 마시고 분위기 좋고 무난할 듯한 메뉴들 선택해 먹었는데 모닝글로리 볶음, 템플코코넛치킨팟타이 모두다 맛났습니다. ^^  겟배 타고 가면서 옆에 호우주의보  카페 창밖에 비내리는 듯한 연출 모습도 영상 찍었는데 영상은 여기 못 올리나봐요. 직접 가서 보심 좋으실 듯요.^^  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,Grace Jeong,5.0,저녁,2024.05.23,"큰 기대 안 하고 방문했는데, 정말 만족했습니다. 물가 자리 앉았고 캐치테이블로 예약했습니다.  태국음식 외에도 다양한 선택권이 있어서 좋았습니다. 음식도 양도 많고 맛있고 태국음식만 주문했는데 현지와 같은 맛이었습니다.  다만 음식의 간이 조금 쎕니다. 약간 짜요^^;  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,몽양선샤인,5.0,점심,2024.06.18,"성수에서 핫한 레스토랑 찾다가 비쥬얼에 깜놀해서 예약했는데, 음식까지 맛 있어서 기분좋은 식사였습니다! 베프랑 같이 갔는데 갯배작동 시키는 직원분이 사진도 여러장 찍어주시고 친절하게 응대해주셔서 스타트부터 기분좋게 들어갔네요~^^ 예약 할 때 물가 주변으로 자리 부탁드린다고 했는데 정말 물가 잎 좌석으로 준비해 주셨고, 주문한 음식도 빠르게 나와서 정해진 식사시간 1시간 30분 안에 충분히 이야기 하며 먹을 수 있었습니다. 태국음식이 이젠 많이 대중화 되어서 인지 고수, 레몬그라스 등의 향신료 잘 못 먹는 제 친구도 향신료 빼고는 잘 먹더라구요^^  식사 다 하고 나갈 땐 숲 길 사이를 걷는 듯 상쾌하게 나왔습니다.  다음에도 또 오고 싶은 식당 입니다^^  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
살라댕템플,4.3,2019,이탈리아음식,성수,서울특별시 성동구 성수이로16길 32 (주)MG전자,점심 저녁 동일가 2 - 5만원,함윤지,5.0,점심,2024.05.27,"최근 런닝맨 프로그램에도 나와서 가보고 싶다 했는데 드디어 방문을 했어요!  이국적인 분위기고 태국에 온 느낌이었고 자리도 되게 좋은 자리를 배정해주셨어요!  태국 음식하면 늘 먹는걸로 주문해요~ 푸팟퐁커리, 모닝글로리, 똠얌꿍까지 하나하나 다 맛있어서  친구랑 한번 더 방문할거 같아요^^  ","9,999+",양식,20000.0,50000.0,35000.0,20000.0,50000.0,35000.0,성동구,성수
