review_seq,total_score,review_content,reg_date,images,writer_display_name
805535,5.0,I really enjoyed the meal. I'll be back,2022-09-08 21:30:12,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940971(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940973(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940973(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940973(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940973(4).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940973(5).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220908212940973(6).jpeg",모용이차차
819866,2.8,"It tasted good , I liked the atmosphere of the reserved room and the small forest in the city
And I was also very grateful for your understanding when I had to postpone the reservation time for about 30 minutes before the visit
And there was no valet, so I parked the underground parking lot on my own.. I thought you wouldn't come out because it was a holiday..
But was it just different because it was umakase I don't think it used to be like this… 
The host wasn't in front of me 
When we arrived at the restaurant, we didn't know where the reserved room was, so we were a little confused whether we should go further inside or stand still
And the main meat was served (sirloin, tenderloin, sirloin, and chuck flap tail). Dinner was 250,000 won per person 
I felt that I wasn't sure if these parts were right for the real price.
To be honest, I think more special parts such as shrimp meat were served when I visited because my acquaintance made a reservation before, so it's a shame
And I thought they would put the grilled meat and shrimp garnish on a warmer, but they just put it in a big bowl and put it on a regular plate, not a warmer 
It was kind of weird for a flying bug to chase the light through the window that you opened for ventilation while grilling meat
And after the main dish, Chogye noodles also tasted good, but if the main meal is not over, isn't it ok to come out a little late 
When the main dishes were not even served, he left the naengmyeon bowl next to him, so I thought he was telling me to eat it all and clean up the bowl on my own
Before that, the main and meal periods were very short, but the meal and dessert periods were much longer, so I was really surprised that they came when I had to call them...
It was more of a course meal than omakase, and they only came in for a while during the main service, so I think this is a service that can be fully experienced in ordinary restaurants And I don't know where to get the feeling of omakase, as someone who thinks that a dish with a sense of craftsmanship and the conviction of the owner or chef there should have been served 
I think it would have been better if the meat cooked by one chef was served to the table in the kitchen rather than the young chef grilling it in front of me.
I think the reason why Omakase is more affordable and satisfying than ordinary restaurants is because it shows and feels the beliefs and research of the chef or owner that makes the food feel special, and also because they show it in front of you and the overall service is very good
I think this place is well-mature The meat itself tasted good
But I really don't know in terms of service.",2022-09-13 12:28:53,,_0_
820595,5.0,It was nice to be kind and treated. It was private,2022-09-13 15:40:24,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220913153950671(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220913153950672(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/220913153950672(2).jpeg",Hankyum
825854,5.0,It was the best place to talk and enjoy meals with good relationships. I'm willing to revisit^^,2022-09-14 23:40:34,,DAVID J
892163,4.7,"The food was delicious, the atmosphere was good, and above all, the service of the staff was good
Thanks to your consideration, I was able to celebrate my father's 60thank you 
Thank you!",2022-10-01 22:59:47,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22101225852891_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22101225904791_rv.jpg",바다해다
899840,4.8,The staff are so kind and comfortable,2022-10-03 20:04:50,,덩큰
905936,5.0,"Whenever the food was served, the kind explanation and service were good ~^^
I feel like I've been treated well with a hearty meal!👍
Willing to revisit!!^^",2022-10-05 15:36:20,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153411448_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153411361_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153411715_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153411200_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153411585_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153412144_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22105153412293_rv.jpg",Junbin
921753,4.7,"The atmosphere is good and the menu is good
They grilled the meat so well. It was so nice
I just went, but I think it would be nice to go on an anniversary!",2022-10-09 10:09:57,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100826818_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100826941_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100827052_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100827167_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100827277_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100827631_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100827837_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100827519_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100828060_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100828272_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100828491_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100828710_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100828924_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100829146_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100829332_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100829552_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22109100829639_rv.jpg",@jsy_piggydiary
922926,5.0,"I visited with my friends and it was a private room, so it was great to have fun with ourselves! The taste was so good too :) Thank you for the food!! I'm going to come with my boyfriend next time. Thank youHahaha",2022-10-09 15:09:24,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221009150644141(0).jpeg,이현아7207
955782,4.8,"Thank you for preparing good food to eat with your girlfriend on a good day. Thanks to you, I had a great time. Next time, I will also try the dry-aging Korean beef course for dinner. The kindness of the server and the composition of the dishes with a fine dining feeling were impressive.",2022-10-17 21:34:33,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221017213142399(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221017213142400(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221017213142400(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221017213142400(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221017213142400(4).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221017213142401(5).jpeg",울냥이뚜깨비
972324,5.0,These were happy moments..,2022-10-22 15:38:44,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221022153827407(0).jpeg,somsom****
974199,5.0,It was so good!!!,2022-10-22 20:43:38,,성공한 셀럽_16727
974607,5.0,It sounds good.,2022-10-22 21:14:09,,최병 준11
1009024,5.0,It was private and the food was delicious,2022-10-30 04:36:14,,길라미
1010192,5.0,"I'm so happy to eat it in such a relaxed and nice place as if I'm being treated to delicious food, and I'll visit again next time!!",2022-10-30 14:07:23,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221030140638612(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221030140638613(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221030140638613(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221030140638614(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221030140638614(4).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221030140638614(5).jpeg",미스타송
1040035,5.0,It was one of the most delicious Korean beef dinners!,2022-11-06 16:43:08,,야호 냠냠
1103835,5.0,"Everything from appetizers to desserts is delicious. I'm 100% willing to revisit. The food is served at a reasonable speed, so it's perfect",2022-11-20 14:12:02,,치오니
1179338,3.3,.,2022-12-03 14:13:35,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221203141323809(0).jpeg,굥이6!
1180850,5.0,"Thank you for explaining the menu and grilling the meat
I'll go again next time",2022-12-03 16:56:16,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22123165541222_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22123165540720_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22123165540884_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22123165542187_rv.jpg",온화한 맛사냥꾼_88617
1194026,4.3,"The atmosphere is good! The amount of food is not bad, and the cost-effectiveness is...",2022-12-04 23:52:05,,초천재김동진님
1197645,5.0,"Thank you for the food
It must have been hectic because it's been a while since we got together. Thank you",2022-12-05 19:20:14,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221205191957117(0).jpeg,뚜뚜뚜뚜님
1202405,3.8,"I went with my baby, but thank you for preparing the baby chair. There are so many No Kids Zone these days that it's hard to make a reservation crying 
I had a good time after eating the food that you prepared carefully.",2022-12-06 16:18:33,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622357(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622358(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622358(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622359(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622359(4).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622359(5).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622359(6).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221206161622359(7).jpeg",미남복댕
1203957,4.3,"Since it was our own room, we talked in a quiet atmosphere and the food was delicious, so I ate it well.",2022-12-06 20:54:52,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22126205353706_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22126205353853_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22126205353774_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22126205353926_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22126205353629_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/22126205353998_rv.jpg",moonsoonki
1212526,5.0,"I visited because it was an anniversary and they gave me the last lettering service, so it was a delicious and pleasant visit! If I have a chance next time, I'll definitely visit again :)",2022-12-08 00:16:16,,예리한 미식가_75484
1239398,5.0,Thank you so much for being nice to me even though it's a little over break time. I'll be back next time!,2022-12-11 15:55:45,,부야호
1272132,4.0,"I didn't expect it, but it was more than I expected!! I made another reservation for the weekend because I couldn't make a reservation elsewhere, but I was satisfied with the lunch first, so I'm looking forward to the dinner going to Geumju. The price difference is 100,000 won, so I'm curious what the difference is!!",2022-12-15 16:45:30,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164333725_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164334513_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164335323_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164336158_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164336979_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164337804_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221215164338664_rv.jpg",리쌍님
1276416,4.3,"I visited again after a long time after visiting several times in the early days of penetration.
In the meantime, the composition of Omakase has changed a lot.
The fancy appetizer will increase a lot
The amount of meat has decreased a lot.
In the beginning, it's a composition that fits the essence of Korean beef omakase
I thought it was an attractive restaurant where you can taste great dry-aging Korean beef.
However, I can feel that you have put a lot of effort into many changes
There are already too many restaurants with similar configurations,
Unfortunately, I didn't feel that the taste was particularly good compared to the same restaurant... The taste of the meat was much better before.
I miss the early penetration that was personally attractive.
I had a good memory... I don't know about revisiting now..",2022-12-16 04:46:42,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221216044800515_rv.jpg,SSY630
1311684,4.7,"I enjoyed a bottle of wine for free
We had a nice meeting using our own room 
It would be nice if you wanted to have various course dishes, but it wasn't purely beef omakase, so it was a shame",2022-12-20 10:47:39,,쿡이
1312316,4.8,The front part of the course is good and the meat is good.,2022-12-20 13:12:16,,주현규리맘
1314364,5.0,"I went there to celebrate my daughter's exam.    It's been a good day.    The food was delicious and the atmosphere was quiet and nice.
I'm satisfied except for the cold weather^^*",2022-12-20 17:00:51,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221220165908466(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221220165908467(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221220165908467(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221220165908468(3).jpeg",멋진 식도락가_61135
1336718,5.0,Truffle was awesome. Jeonsik was the best!,2022-12-23 12:01:10,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221223115941302(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221223115941304(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221223115941305(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221223115941305(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/221223115941305(4).jpeg",꼼꼼한 식객_62176
1339302,5.0,"I visited with my family for my mother's birthday, and everyone said they enjoyed it...
I can't attend due to COVID-19, so I'll visit you later crying",2022-12-23 17:38:40,,이돈창
1343222,4.2,"It tastes good and the service is good
Especially for lunch, the price is reasonable.
But maybe it's because of the lack of heating in this cold weather
It was a bit cold",2022-12-23 22:06:15,,공덕사는 하준이아빠 준우
1456039,4.7,It's a good Korean beef okamase. I want to go there again,2023-01-01 18:41:21,,hbkim81
1461595,5.0,"It's all rooms, so the atmosphere is good
The pictures came out well, too",2023-01-02 10:55:40,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456661(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(4).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(5).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(6).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(7).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(8).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(9).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(10).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(11).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(12).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(13).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230102105456662(14).jpeg",까뭉
1466763,5.0,"This is it! I found the Umakase restaurant
Hahaha
I was satisfied with everything, and the taste and amount were all good
Especially, the server explained the food well and was very kind
I'll go again!",2023-01-03 00:51:17,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015645(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015646(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015646(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015647(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015647(4).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015647(5).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015647(6).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230103005015647(7).jpeg",띱띱이
1480408,5.0,It was so delicious,2023-01-05 10:33:31,,노형래
1502665,5.0,"A private room where you can have a good time with delicious and colorful food, friendly staff, and precious acquaintances. It was a very successful treatment because the three beats matched well. I had a great time!",2023-01-07 21:10:35,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/2317210846924_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/2317210846816_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/2317210847264_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/2317210847057_rv.jpg",호기심 많은 맛사냥꾼_18458
1516025,4.8,Delicious,2023-01-08 22:15:07,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230108221445729(0).jpeg,짱아0
1522936,5.0,"The service, taste, and atmosphere were all good, and it was a great place for the price!",2023-01-09 22:38:13,,야옹아 멍멍해봐
1537620,5.0,It's so delicious,2023-01-12 14:03:55,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230112140349454(0).jpeg,리어카
1545492,4.8,"I went to eat to celebrate my boyfriend's birthday,
Thank you for the service. More than anything 
I really enjoyed the meal!
Thank you for the dessert and the lettering service^^!",2023-01-13 18:11:45,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230124025856555(0).jpeg,뚜리로로
1558396,3.7,"The food was served fast, and it wasn't lasting at all, but the taste wasn't bad",2023-01-15 00:35:25,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230115002434326(0).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230115002434327(1).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230115002434327(2).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230115002434327(3).jpeg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230115002434327(4).jpeg",방가채토리
1562784,5.0,"I visited because it's an anniversary, and I'm satisfied with everything.
He was kind and explained each dish to me. It was nice
Not to mention the taste of the food ^^👍🏻
I went to lunch today, but I want to visit for dinner next time
Thank you for the food!",2023-01-15 18:24:26,https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/230115182252453(0).jpeg,ssso_yi
1570911,5.0,It's so delicious... I want to come back again because it's delicious!,2023-01-18 19:31:19,"https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/23118193102201_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/23118193101984_rv.jpg, https://image.toast.com/aaaaaqx/rv/sfoLnGQSkTzi3M9yGKkuVeA/23118193102409_rv.jpg",재둥가둥가
