Name,Rating,Review,Description,Price_Range,Label,Category,Location
우노네,4.7,378,"클래식한 이탈리안요리를 추구하는 상암동 작은골목안에 숨어있는 모두를 위한, 이탈리안레스토랑",점심 가격변동 · 저녁 가격변동,1,이탈리아음식,상암
하딩바,5.0,1,뉴욕타임즈에도 소개된 해방촌 숨겨진 위스키바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",해방촌
바결,5.0,10,"위스키 칵테일 전통주 와인, 다양한 주류를 편안하게 즐기는 공간",점심 영업안함 · 저녁 가격변동,1,다이닝바,연남
노퍼블릭 하우스,4.9,27,반복되는 일상 속 특별한 시간을 제공하는 NOPUBLIC,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",가로수길
한식술집 돌,4.9,219,다양한 전통주를 즐길 수 있는 캐주얼 한식 다이닝바* 단품요리만  가능합니다,점심 영업안함 · 저녁 가격변동,1,전통주,성신여대
몬드리안 럼퍼스 룸(Mondrian Rumpus Room),4.3,18,"엄선한 와인 리스트부터 독창적인 칵테일과 최고급 샴페인 라인업, 몬드리안 서울 이태원의 프리미엄 와인바",점심 영업안함 · 저녁 가격변동,1,다이닝바,이태원
더 플라자 세븐스퀘어,4.7,249,다채로운 라이브 코너를 선보이는 올데이 뷔페 다이닝,점심 가격변동 · 저녁 가격변동,1,뷔페,시청
오블리비언 Oblivion,5.0,95,왕십리 어느 조용한 골목에 아늑한 공간,점심 가격변동 · 저녁 가격변동,1,다이닝바,왕십리
용산피보,4.9,116,"무신사에서도 촬영한 분위기 맛집. 2023트랜드 외식경영, GQ코리아, 무신사 등 다양한 매체에 소개된, 와인을 위한 와인바",점심 영업안함 · 저녁 가격변동,1,와인,삼각지
재료의 산책,4.9,45,제철 채소 요리를 경험할 수 있는 공간,점심 가격변동 · 저녁 가격변동,1,코스요리,성신여대
스크립트,5.0,3,나만 알고 싶은 연남동 와인바,점심 가격변동 · 저녁 가격변동,1,와인,연남
칠링 을지로,4.9,38,"먹고 싶은 음식을 가져와 후카/시샤와 와인,위스키 페어링을 즐기는 아지트",점심 영업안함 · 저녁 가격변동,1,와인,을지로
무스타슈,4.4,15,프랑스 음식을 하는 작은 식당,점심 영업안함 · 저녁 가격변동,1,코스요리,압구정
바 참 Bar Cham,4.9,165,2023 Asia's 50 Best Bars 13th Bar Cham 2023 World's 50 Best Bars 75th Bar Cham  ※공간이 협소하여 팀당 최대 4인까지만 이용하실 수 있는 점 양해 부탁 드립니다.,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",서촌
78도 광화문,4.8,7,몰트 위스키바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",광화문
게리슨,4.5,4,"위스키,칵테일,와인,드래프트 비어를 즐길 수 있는 클래식바",점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",압구정로데오
조선팰리스 강남 1914 라운지 & 바,4.5,222,"시그니처 칵테일과 1914만의 에프터눈 티, 위스키, 샴페인을 탁트인 전망과 층고에서 라이브음악과 즐길 수 있는 우아한 공간",점심 5 - 10만원 · 저녁 가격변동,1,다이닝바,역삼
금탄3.0,4.8,232,"독특한 조합으로 새로운 맛의 경험을 선사하는 우드파이어, 모던 홍콩 퀴진.유상수 쉐프가 이끄는 금탄3.0에서는 창의적인 요리를 통해 감칠맛 넘치는 순간들을 선사합니다.",점심 영업안함 · 저녁 가격변동,1,다이닝바,삼성
참제철,4.9,98,Asia's Best Bars 50 13th Bar Cham 의 실험적인 시도가 담긴 비밀스러운 공간,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",서촌
사바하,4.6,7,그루브한 음악과 함께 흥겨움이 가득한 공간,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",서촌
바420,4.6,107,포르투갈 전통음식과 와인을 즐길 수 있는 공간,점심 가격변동 · 저녁 가격변동,1,와인,을지로
The203st,5.0,77,캐쥬얼비스트로 & 와인내추럴 와인이 있는 아늑하고 프라이빗한 캐주얼 비스트로,점심 영업안함 · 저녁 가격변동,1,와인,강서
와인클럽하우스,5.0,29,와인과 와인 문화를 합리적으로 소비하는 캐주얼 문화 공간,점심 가격변동 · 저녁 가격변동,1,와인,압구정로데오
페어드,5.0,6,압구정로데오 메인거리에 위치한 프라이빗한 감성의 컨템포러리 BAR,점심 가격변동 · 저녁 가격변동,1,"칵테일,위스키",압구정로데오
드렁크몽크,4.9,5,"400여종의 위스키, 럼, 브랜디와 다양한 칵테일이 갖춰진 연희동의 숨겨진 공간",점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",연희
NOCT M,4.7,261,한강에서 특별한 밤을 연주하는 live music bar  (임시휴무),점심 영업안함 · 저녁 가격변동,1,다이닝바,반포
홍대 딤,5.0,2,클래식한 분위기에 전직 5성급 헤드바텐더가 제공하는 프리미엄 칵테일과 위스키,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",홍대
동빙고워크룸,5.0,3,쿠촐로 그룹의 원테이블 레스토랑,점심 영업안함 · 저녁 가격변동,1,다이닝바,용산
같이양조장 투게더다이닝,4.8,4,초보자용부터 숙련자용까지 아우르는 다양한 막걸리.  막걸리를 무제한으로 제공하는 막퍼주막 !,점심 가격변동 · 저녁 가격변동,1,전통주,합정
선명,4.9,121,"밝음과 따스함이 있는 곳 할 수 있고 하고 싶은 음식을 만듭니다.대표 메뉴인 숙성회를 비롯해,다양한 무국적의 요리를 선보입니다.",점심 영업안함 · 저녁 가격변동,1,이자카야,건대
계영배,4.9,44,오리엔탈 무드의 고혹적인 와인바,점심 영업안함 · 저녁 가격변동,1,와인,을지로
미미재,4.8,7,편안한 공간에서 특별한 시간을 보낼 수 있는 프라이빗 원테이블 다이닝 '미미재(美味在)'입니다.,점심 영업안함 · 저녁 가격변동,1,한식,한남
술패도니,4.2,9,룸 형식과 개방된 홀이 있는 이자카야,점심 영업안함 · 저녁 가격변동,1,이자카야,종각
제스트,4.7,70,"SUSTAINABLE FINE DRINKING  우리를 둘러싼 환경에서 영감을 얻고, 우리가 속한 커뮤니티와 함께 성장하며, 지속가능한 FINE DRINKING 문화를 만들어갑니다.",점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",청담
TULIP 논현점,5.0,5,"테이블 이용료: 5000원/인당와인 바틀&포장, 배달 음식글라스 와인",점심 영업안함 · 저녁 가격변동,1,와인,논현
토리비 합정점,4.8,3,"이자카야, 맥주, 하이볼 테바사키와 토리나베 전문점",점심 영업안함 · 저녁 가격변동,1,와인,합정
블루밍 재즈바,4.6,51,"차분하게 즐기는 나만의 재즈바, 그리고 음악라이브 재즈공연 - 금,토 8:30 ~ 10:30",점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",역삼
몰트바 루바토,5.0,2,"여의도 야경과 전문 바텐더의 칵테일, 그리고 300여가지의 위스키를 함께 즐길 수 있는 위스키바",점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",마포
테누토,4.8,3,여의도 도심 속 클래식칵테일과 다양한 싱글몰트로 힐링하는 BAR,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",여의도
한와담 이재,4.9,34,"기쁨이 있는 공간, 한와담 이재에서 VIP고객님들을 위한 프라이빗 다이닝",점심 가격변동 · 저녁 가격변동,1,소고기구이,장충동
블루레인라운지,4.8,6,시그니처 칵테일과 분위기 좋은 호텔 라운지바쁘띠 애프터눈티로 인생사진도 남겨보세요 :),점심 가격변동 · 저녁 가격변동,1,"칵테일,위스키",종로
W(더블유),5.0,5,"저희 클럽 W(더블유)는 미술품 기획 전시, 각종 모임 및 대관을 하는 멤버쉽 와인 클럽 및 와인과 함께 즐길거리로 운영되는 매장입니다. 감사합니다.",점심 가격변동 · 저녁 가격변동,1,와인,압구정로데오
복싱타이거 (Boxing tiger),4.9,9,아는 사람들만 가는 간판 없는 힙한 스피크이지 바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",신사
바 더스크 잠실방이점,5.0,22,250가지 위스키를 보유한 정통 몰트바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",방이
더스토리지룸,5.0,4,지하의 비밀 통로로 연결되는 1920년 뉴욕의 스픽이지바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",성수
에이지트,5.0,1,감각적인 인테리어 공간의 언제든 편한 친구같은 공간,점심 가격변동 · 저녁 가격변동,1,"칵테일,위스키",역삼
책바 Chaeg Bar,4.8,85,"책과 술의 공감각을 구현하는 공간* 소설을 모티브로 탄생한 시그니처 칵테일, 문학 속에 등장하는 다양한 칵테일과 위스키를 만날 수 있습니다. 책을 큐레이션하여 판매하며, 혼자 방문하시는 모든 분들을 환영합니다.",점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",망원
금금금,4.8,2,외부음식 반입 가능한 연신내 분위기 좋은 와인바,점심 영업안함 · 저녁 가격변동,1,와인,연신내
백룸,5.0,1,술에 취하는 것을 지양하며 Midnight Tea Party에 어울리는 한잔을 준비하는 위스키바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",용산
헤더상암 (Heather sangam),5.0,3,쾌적하고 편한하게 위스키를 즐길 수 있는 곳 입니다! 위스키 입문자 부담없이 방문해주세요~ 룸이 있어서 편안하게 드실수있고 저희는 서비스를 제일 중요시 하기때문에 믿고 방문해주세요 ^^,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",상암
마이재즈가든,5.0,2,지친 일상에 쉬어가는 작은 나만의 아지트,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",마곡
개화 플로이죵,4.9,37,🥀계절별 테마의 오리지널 프렌치 레스토랑🥀2nd Saison Theme '타오르는 바스크' 6월 13일~🇨🇵🔥🇪🇦🇨🇵 계절마다의 시즌 시그니쳐 코스🇨🇵 요리에 맞는 프랑스 와인 리스트와 주류🇲🇫 식사 시간 제한 없음,점심 영업안함 · 저녁 가격변동,1,프랑스음식,서촌
세컨드필,5.0,3,위스키 칵테일 와인 바,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",서촌
재즈엑스오버,4.7,15,재즈와 예술이 공존하는 성수동 재즈클럽 JAZZXOVER,점심 영업안함 · 저녁 가격변동,1,와인,성수
비놀릭 스위트,4.9,9,프라이빗한 공간에서 즐기는 압도적인 가성비의 유러피안 코스,점심 가격변동 · 저녁 가격변동,1,유러피안음식,역삼
조도,5.0,26,여의도 최초 산지 제철 참숯구이 전문점,점심 영업안함 · 저녁 가격변동,1,이자카야,여의도
레드시네마,5.0,1,시네마 형태의 위스키와 시그니처 칵테일을 즐길 수 있는 고급스러운 공간,점심 영업안함 · 저녁 가격변동,1,"칵테일,위스키",청담
프라이빗다이닝인,5.0,1,최상의 재료를 사용한 다이닝을 즐길 수 있는 프라이빗한 곳,점심 영업안함 · 저녁 가격변동,1,이탈리아음식,강남구청
신라스테이 서초 Cafe,4.3,162,합리적인 가격의 모던 & 캐주얼 뷔페 레스토랑,점심 2.9 - 3.9만원 · 저녁 영업안함,1,뷔페,서초
스시사카바,4.4,181,"최근, 일본에서 유행하는 '스시사카바'를 아시나요?좋은 품질의 고급 스시와 사케를 저렴하게 즐기는 곳입니다.지금, 한남동에서 일본 할머니의 두 손자가 '스시사카바'를 오픈했습니다.신나는 음악과, 사케, 그리고 고급 스시를 저렴하게 맛볼 수 있습니다",점심 영업안함 · 저녁 영업안함,1,다이닝바,한남
베이스이즈나이스,4.9,1026,채식의 품격을 높이는 건강한 채소 친화적 레스토랑,점심 1 - 2만원 · 저녁 영업안함,1,베지테리안/비건,마포
웨스틴조선서울 라운지&바,4.4,222,환구단이 보이는 아늑한 공간에서 만남을 즐기는 라운지&바,점심 3 - 10만원 · 저녁 영업안함,1,다이닝바,명동
Cafe 시그니처키친스위트,4.6,321,오스틴강 셰프가 시그니처 키친 스위트 가전으로 선보이는 브런치,점심 2 - 8만원 · 저녁 영업안함,1,브런치,압구정
포포인츠 바이 쉐라톤 조선 서울역 더 이터리,4.5,96,환상적인 도심의 스카이라인 전망과 함께 다양한 음식을 경험하는 뷔페,점심 5.3 - 6.5만원 · 저녁 영업안함,1,뷔페,서울역
포포인츠 바이 쉐라톤 조선 서울 명동 에볼루션,4.6,112,을지로의 유니크한 전망과 함께 즐기는 디저트 찐 맛집 뷔페 레스토랑,점심 4.5 - 5.5만원 · 저녁 영업안함,1,뷔페,명동
더 피아 1972,4.0,29,광화문 거리뷰를 보며 즐기는 조식 뷔페&주말 브런치 뷔페,점심 2 - 3만원 · 저녁 영업안함,1,뷔페,광화문
세르클 한남,4.8,33,"브런치와 디저트, 다양한 메뉴들을 테라스와 넓은 공간에서 즐길 수 있는 복합식음공간",점심 1 - 3만원 · 저녁 영업안함,1,브런치,한남
그레인 파티세리,4.7,16,신용산의 아늑한 밀푀유 전문 파티세리,점심 1 - 2만원 · 저녁 영업안함,1,"카페,디저트",신용산
윰드,4.6,88,건강한 아침을 시작하는 브런치 카페,점심 1 - 3만원 · 저녁 영업안함,1,브런치,청담
옹기종기감자옹심이,4.8,154,서울 감자옹심이 찐 맛집,점심 저녁 동일가 1만원 미만,1,한식,구로
올디스 타코,4.6,1401,줄서서 먹는 힙지로 감성의 타코 맛집,점심 저녁 동일가 1만원 미만,1,멕시코음식,을지로
불의여우 돈까스,5.0,41,"등심,안심,생선, 돈가스 김치찌개 4가지 메뉴만 하는 1인 매장입니다.7가지 천연재료로 숙성하여 두툼,촉촉하고 바삭,고소한 맛이 조화로운 돈가스 전문점입니다.주차장 있습니다.만차시 가게앞 도로변에 세우시기도 합니다.항상 최선을 다하겠습니다.!!!",점심 저녁 동일가 1.3만원,1,일식,가락
산리오 러버스 클럽 홍대점,3.9,1674,"헬로키티, 마이멜로디, 쿠로미, 시나모롤, 폼폼푸린, 포차코, 케로케로케로피의 귀여운 굿즈와 메뉴를 만나보세요!",점심 저녁 동일가 1만원 미만,1,"카페,디저트",홍대
올드빅,4.7,91,"신흥시장 속 작은 카페테리아에서 낮은 브런치, 저녁은 디너&와인을 즐길 수 있는 공간",점심 저녁 동일가 1만원 미만,1,다이닝바,해방촌
소인수서울,4.8,4,성수동에서 맛있는 곱창을 가장 깔끔하고 힙하게 즐길 수 있는 공간,1.2만원-4.2만원 · 2.2만원-6.3만원,1,"곱창,막창",성수
반가안동국시,4.4,3,한우 양지로만 육수를 낸 부드럽고 쫄깃함은 더욱 뛰어난 국수,점심 저녁 동일가 1만원 미만,1,"국수,냉면",강남
잠실새내 와인바 슈발,4.9,6,수제요리와 와인을 페어링 할 수 있는 클래식 와인바,점심 저녁 동일가 1만원 미만,1,다이닝바,잠실
후제(fuje),5.0,70,제철재료를 사용하여 지속가능한 미식을 추구하는 비스트로노미 레스토랑,점심 6.5만원 · 저녁 6.5 - 11.5만원,1,코스요리,도곡
취중서가 별장,4.9,6,일상과 일탈의 경계에서 술 그리고 음악과 책,점심 저녁 동일가 1만원 미만,1,"와인,위스키",연신내
작은따옴표 도림천점,5.0,10,신림에서 만날 수 있는 유럽의 살롱공간 Cafe&PUB,점심 저녁 동일가 1만원 미만,1,"카페,디저트",신림
짐빔괴식당,4.5,48,짐빔 하이볼과 괴식의 대환장 푸드 페어링,24.6.7 - 24.6.30 금토일만,1,퓨전음식,성수
화우로,5.0,1,"한우 1등급과 같은 <프리미엄 와규 화로구이 전문점>기념일이나 특별한날, 단체회식하기 좋은 인테리어와 분위기워터에이징숙성으로 10가지 특수부위를 즐겨보세요",주말 점심 1 - 4 만원 · 저녁 1 - 4 만원,1,소고기구이,목동
일월고기,3.3,21,두툼한 삼겹살이 맛있는 방이동 먹자골목 고깃집,점심 저녁 동일가 1 - 2만원,1,돼지고기구이,잠실
모던오뎅 신사점,4.4,232,小요리들과 매일 직접 만든 수제 오뎅을 즐길 수 있는 프리미엄 오뎅bar,점심 영업안함 · 저녁 1 - 2만원,1,일식,신사
사람사는 고깃집 김일도 성수점,4.3,28,회식 장소로 제격인 성수역 숙성 한돈 맛집,점심 저녁 동일가 1 - 2만원,1,돼지고기구이,성수
육시리 마포직영점,4.7,53,고기 육즙이 예술인 '밥맛 나는 고깃집 육시리',점심 저녁 동일가 1 - 2만원,1,돼지고기구이,마포
육즙당,4.6,196,다양한 소스로 즐길 수 있는 종로 5가 돼지고기 맛집,점심 저녁 동일가 1 - 2만원,1,돼지고기구이,종로
스기타마,4.6,13,니혼슈 중에서도 나마자케를 전문으로 취급하는 바,점심 영업안함 · 저녁 1 - 2만원,1,이자카야,청담
감도 성수점,4.3,67,담백한 고급스러움을 담아낸 파인 아이스크림 다이닝,점심 저녁 동일가 1 - 2만원,1,"카페,디저트",서울숲
축상,4.8,134,서울대입구역 근처 아늑한 분위기의 숨겨진 와인바,점심 영업안함 · 저녁 1 - 2만원,1,와인,샤로수길
오프트 OFTT,4.4,36,이색적인 분식바에서 즐기는 떡볶이와 와인의 조합,점심 저녁 동일가 1 - 2만원,1,퓨전음식,성수
분식,4.9,183,모든 메뉴의 파스타를 직접 반죽하는 <분식>은 밀가루로 만든 음식을 뜻합니다야생효모로 발효시킨 람빅과 와인을 생면 파스타와 함께 즐길 수 있습니다,점심 영업안함 · 저녁 1 - 2만원,1,파스타,연남
카토,4.2,208,분위기 좋은 유러피안 가정식 브런치 맛집,점심 저녁 동일가 1 - 2만원,1,브런치,용산
계월곰탕,4.6,27,닭곰탕을 메인으로 선보이는 여러가지 조리법의 닭 요리,점심 저녁 동일가 1 - 2만원,1,"닭,오리요리",성수
한일옥,4.4,50,유럽식 인테리에서 즐기는 40년 전통 불고기와 등심플래터,점심 저녁 동일가 1 - 2만원,1,한식,종로
서울목해장국,4.6,23,양평해장국과 푸짐한 곁들임 안주,점심 저녁 동일가 1 - 2만원,1,한식,용산
아지태,4.9,309,접시 가득 준비해 드리는 숙성회 전문 이자카야#월~목요일 까지 3~4인 예약은 전화로 부탁드립니다. #예약 마감 표시 되어도 빈좌석이 있으며전화 주시면 안내해 드리겠습니다.,점심 영업안함 · 저녁 1 - 2만원,1,이자카야,송파
사람사는 고깃집 김일도 뱅뱅점,4.7,56,28일 672시간 숙성 한돈 전문점,점심 저녁 동일가 1 - 2만원,1,돼지고기구이,강남
바틀리스트,5.0,14,"예약하고 혼술 또는 둘이서. 전통주, 맥주, 와인* 외부 음식 반입 가능",점심 영업안함 · 저녁 1 - 2만원,1,와인,마곡
와인바 요즘,4.7,134,연남동에서 찾아보기 힘든 프라이빗하고 코지한 분위기의 와인바,점심 영업안함 · 저녁 1 - 2만원,1,다이닝바,연남
을지로 진작 본점,4.4,358,후토마끼를 시그니처로 하는 일식 베이스 퓨전 요리점,점심 저녁 동일가 1 - 2만원,1,일식,을지로
언더오챠드(Under orchard),4.8,76,방문하시는 모든분들께오롯이 취할 수 있는 공간을 내어드리려매일 고민하고 노력합니다.,점심 영업안함 · 저녁 1 - 2만원,1,다이닝바,신당
어텀(autumn),4.7,69,효창공원역 앞 사랑방 같은 작은 와인바,점심 영업안함 · 저녁 1 - 2만원,1,다이닝바,용산
롤리폴리꼬또,4.7,131,맛있는 음식과 편안한 분위기의 브런치 카페,점심 저녁 동일가 1 - 2만원,1,브런치,선정릉
살팀보카,4.6,527,"SaltimBocca 는 용산에 위치한 OSTERIA MEDITERRANEA (지중해식 오스테리아)입니다. 문어요리, 생면 파스타, 나폴리피자,살팀보카요리와 Italian liqueur, 와인,맥주등 주류와 함께 즐길수 authentic 이태리 레스토랑입니다",점심 저녁 동일가 1 - 2만원,1,이탈리아음식,용산
타로와인바 서랍,4.9,218,"편안한 음식과 와인, 그리고 타로가 있는 아늑한 캐주얼 와인바",점심 저녁 동일가 1 - 2만원,1,다이닝바,서울대입구
남부,4.6,42,"숙성 삼겹살, 목살의 특별한 맛을 경험할 수 있는 남부럽지 않은 고기한상",점심 저녁 동일가 1 - 2만원,1,돼지고기구이,서초
모락,4.7,46,일식을 기반으로 무국적 요리를  선보이는 요리주점,점심 영업안함 · 저녁 1 - 2만원,1,이자카야,암사
상록수 선릉점,4.8,23,"뒷골목의 추억, 황지살 전문점",점심 영업안함 · 저녁 1 - 2만원,1,돼지고기구이,선릉
앨리스 프로젝트,4.9,159,"'접시 위에 펼쳐진 새로운 세계'시드니 베네롱(Bennelong), 키(Quay), 두바이 버즈알아랍(Burj Al Arab) 에서 일하며 경력을 쌓은 셰프 앨리스가 선보이는 디저트. 다채로운 플레이팅 디저트 코스를 기획하고 있습니다.",점심 저녁 동일가 1 - 2만원,1,"카페,디저트",양재
본삼,4.6,26,고급진 분위기 속 편안하게 즐기는 국내산 1등급 암퇘지,점심 영업안함 · 저녁 1 - 2만원,1,돼지고기구이,합정
마실마실,4.8,83,가능한 '자연 그대로의 음식'을 추구합니다.건강한 음식과 와인을 맛있게 즐기시면 좋겠습니다.,점심 영업안함 · 저녁 1 - 2만원,1,와인,가산디지털단지
종각 이탄,5.0,2,위스키와 칵테일 위주의 클래식 바,점심 영업안함 · 저녁 1 - 2만원,1,"칵테일,위스키",종각
곡성 을지로,4.6,107,을지로의 합리적인 와인바,점심 저녁 동일가 1 - 2만원,1,다이닝바,을지로
헤이안,4.9,57,"후쿠오카 뒷 골목에 있을 법한 작은 술집. 신선한 기린 생맥주와 하이볼, 여러가지 일본 소주들.  술과 같이 즐길 수 있는 간단한 안주들이 있습니다.",점심 영업안함 · 저녁 1 - 2만원,1,이자카야,군자
팔레트 회기,4.6,6,회기동의 합리적인 와인바 팔레트,점심 영업안함 · 저녁 1 - 2만원,1,와인,회기
뮤추얼사운드클럽,5.0,2,미드센추리 모던시대의 오리지널 가구와 음악이 함께하는 바이닐 바,점심 영업안함 · 저녁 1 - 2만원,1,다이닝바,서촌
동양,4.8,261,세계 3대 요리학교 르꼬르동블루 출신 프렌치셰프님의 50년 전통 동양어묵 운영동양은 전통을 이어가며 정통을 추구합니다.단품메뉴로 진행됩니다.,점심 영업안함 · 저녁 1 - 2만원,1,일식,방이
오라이샴팡,4.7,47,스몰디쉬와 함께 즐기는 다양한 와인들이 준비되어 있는 샴페인 바,점심 영업안함 · 저녁 1 - 2만원,1,와인,신용산
지금 여기가 맨 앞,4.5,95,비건과 논비건이 함께 즐길 수 있는 이탈리안 가정식,점심 저녁 동일가 1 - 2만원,1,이탈리아음식,을지로
데판야끼현,4.6,44,번잡하지 않고 조용하고 차분한 동네 술집,점심 영업안함 · 저녁 1 - 2만원,1,이자카야,성수
라지라프,4.8,238,"성수 르프리크의 두번째 레스토랑, 하이앤드 샌드위치와 브루드 커피, 수제 콤부차를 제공하는 샌드위치 다이닝",점심 저녁 동일가 1 - 2만원,1,브런치,성수
거울못 식당,4.2,134,국립중앙박물관 거울못 호수 옆에 위치한 양식 레스토랑,점심 저녁 동일가 1 - 2만원,1,이탈리아음식,용산
노말키친 혜화,4.8,138,"파스타, 리조또와 와인 전문점",점심 저녁 동일가 1 - 2만원,1,파스타,혜화
닉앤노라,4.9,26,"""BITTER BEATS BORING"" 당신의 지루한 일상을 칵테일 한잔으로 일깨워보세요.",점심 영업안함 · 저녁 1 - 2만원,1,"칵테일,위스키",금호
금돼지식당,4.2,1066,"2024년 미쉐린 가이드 선정, 셀럽도 줄서는 돼지고기 핫 스팟",점심 저녁 동일가 1 - 2만원,1,돼지고기구이,약수
문래밤아,4.5,101,해진뒤 세컨브랜드 퓨전한식바,점심 영업안함 · 저녁 1 - 2만원,1,한식,문래
갈비집 본,4.9,291,편안하고 조용한 분위기에서 맛있는 고기와 함께 술 한잔 즐길 수 있는 공간,점심 영업안함 · 저녁 1 - 2만원,1,돼지고기구이,건대
몽미 논현점,4.9,16,베요타등급의 이베리코숯불구이 전문점,점심 영업안함 · 저녁 1 - 2만원,1,돼지고기구이,논현
구룰루,4.9,26,키치함이 묻어나는 힙한 분위기의 캐주얼 와인바,점심 저녁 동일가 1 - 2만원,1,와인,연남
코렌초하우스,4.9,36,"취향에 맞는 와인, 수제맥주, 위스키 다양한 주류를 즐길 수 있는 캐주얼 와인바",점심 영업안함 · 저녁 1 - 2만원,1,와인,건대
파이어로버스와인클럽,4.9,52,와인을 마시기 좋은 프라이빗한 공간과 분위기를 가진 와인바입니다,점심 영업안함 · 저녁 1 - 2만원,1,와인,서촌
살리르(SALIR),4.7,42,감각적인 아이스크림과 특별한 와인의 페어링.•아이스크림은 매달 새롭게 변경됩니다.,점심 영업안함 · 저녁 1 - 2만원,1,와인,한남
지동 닭갈비,4.4,14,2대째 이어져오는 닭갈비 전문점,점심 저녁 동일가 1 - 2만원,1,"닭,오리요리",공릉
자양돼지산업,4.4,4,최상의 고기맛을 보장하는 프리미엄 한돈 특수부위 직화 전문점,점심 영업안함 · 저녁 1 - 2만원,1,돼지고기구이,자양
피키니키 라자냐,4.6,53,다양한 라자냐를 편안한 공간에서 맛볼 수 있는 캐쥬얼 라자냐바,점심 저녁 동일가 1 - 2만원,1,이탈리아음식,서울숲
은화계 도산대로점,4.4,93,"숯불'은'(煾) 불'화'(火) 닭'계'(鷄), 숯불 닭구이 전문점",점심 영업안함 · 저녁 1 - 2만원,1,"닭,오리요리",신사
항정사이,4.5,15,항정삼합을 즐길 수 있는 영등포 고깃집,점심 저녁 동일가 1 - 2만원,1,돼지고기구이,영등포
상호작용,4.9,75,안녕하세요 맛있는 음식과 편안한 분위기를 만들어드리는 퓨전식 선술집 상호작용 입니다!,점심 영업안함 · 저녁 1 - 2만원,1,퓨전음식,잠실새내
노커어퍼,4.1,49,설명없음,점심 영업안함 · 저녁 1 - 2만원,1,다이닝바,신용산
야키토리경청,4.7,57,맛있는 야키토리와 술과 우리들의 이야기를 나눌 수 있는 공간,점심 영업안함 · 저녁 1 - 2만원,1,야키토리,삼각지
브런치빈 구로항동점,4.3,13,All Day Brunch Always Coffee,점심 저녁 동일가 1 - 2만원,1,브런치,구로
아이노가든키친,4.5,840,"따뜻함을 담고 싶은, 내수동 가정식 백반집",점심 저녁 동일가 1 - 2만원,1,"백반,가정식",광화문
드므,4.7,120,을지로 3가역 인근에 위치한 을지로 루프탑 와인바,점심 영업안함 · 저녁 1 - 2만원,1,와인,을지로
포도술 문래본점,4.8,14,외부음식 반입가능한 문래동 스몰 와인바,점심 영업안함 · 저녁 1 - 2만원,1,와인,문래
블루쇼파스타 연남(Bleuchaud pasta Yeonnam),4.8,56,"경의선숲길의 따스한 햇살과 공간, 그리고 맛있는 '연어스테이크 버터파스타'를 즐길 수 있는 ‘블루쇼파스타 연남‘ 입니다.Bon appetit💙",점심 저녁 동일가 1 - 2만원,1,이탈리아음식,연남
비노노,4.8,11,비노노 와인샵 구매 와인을 소정의 글라스 차지로 이용가능한 와인샵&바,점심 저녁 동일가 1 - 2만원,1,와인,서초
CMS,5.0,1,위스키와 하이볼을 즐기는 퍼블릭 빈티지 사운드바,점심 영업안함 · 저녁 1 - 2만원,1,"칵테일,위스키",신당
시옹마오,4.7,117,편하게 즐기실 수 있는 아시안 음식점 입니다.,점심 저녁 동일가 1 - 2만원,1,아시아음식,성수
노우즈 창덕,4.3,97,"따뜻한 음식과 차, 90년대 대중음악을 담아낸 공간노우즈의 브런치카페",점심 저녁 동일가 1 - 2만원,1,브런치,종로
삼청각 동백헌,4.9,9,도심 속 자연과 좋은 재료를 사용하는 한옥카페,점심 저녁 동일가 1 - 2만원,1,"카페,디저트",성북
도나르,4.7,90,건강한 식사빵과 스프 샌드위치 와인을 판매하는 작은 카페,점심 저녁 동일가 1 - 2만원,1,브런치,이태원
성립,4.9,214,"망원역 1번출구 1분거리 한적한 뒷골목부담스럽지 않은 캐쥬얼한 공간에 사시미모리아와세, 봉초밥, 백합 술찜등 일본음식을 비롯한 니혼슈,하이볼,맥주 다양한 주류를 즐기실수 있습니다",점심 영업안함 · 저녁 1 - 2만원,1,이자카야,망원
뉴아게,4.6,4,압구정 핫플 연예인들이 가장 많이 다녀간 뉴아게,점심 영업안함 · 저녁 1 - 2만원,1,이자카야,압구정로데오
